               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  27,            0.056845,            0.069587,            0.025416,             0.62798,             0.11696,             0.14159,            0.061929,            0.066703,            0.068322,            0.036839,            0.008284,            0.008284,            0.008284
                  28,            0.056628,            0.070836,            0.024973,             0.61525,             0.14823,             0.14385,            0.072167,              0.0664,            0.069176,            0.036772,            0.008218,            0.008218,            0.008218
                  29,            0.056876,            0.072616,            0.024285,             0.57205,             0.16932,             0.14231,            0.077282,            0.067194,            0.066752,            0.036526,            0.008152,            0.008152,            0.008152
                  30,            0.056133,            0.071052,            0.024304,              0.6527,             0.14354,             0.13534,            0.070396,            0.066016,            0.067386,            0.036514,            0.008086,            0.008086,            0.008086
                  31,            0.056478,             0.06969,            0.023974,             0.56225,             0.14774,             0.13371,            0.072118,            0.067751,            0.071869,            0.037744,             0.00802,             0.00802,             0.00802
                  32,            0.055436,            0.070199,            0.024021,             0.68559,             0.12284,             0.13149,            0.067351,            0.066585,            0.069039,            0.037621,            0.007954,            0.007954,            0.007954
                  33,            0.055863,            0.070027,            0.023701,             0.62406,              0.1658,              0.1529,            0.080352,            0.066172,            0.068402,            0.036939,            0.007888,            0.007888,            0.007888
                  34,            0.055431,            0.068238,            0.022531,             0.58271,               0.139,             0.13155,            0.067297,            0.065655,            0.068779,            0.036042,            0.007822,            0.007822,            0.007822
                  35,             0.05555,            0.070324,             0.02329,             0.60644,             0.13094,                0.13,            0.059862,            0.065725,            0.068648,            0.035861,            0.007756,            0.007756,            0.007756
                  36,            0.055255,            0.070116,            0.022369,             0.54039,             0.15439,             0.13514,            0.068402,            0.066636,            0.069007,            0.036382,             0.00769,             0.00769,             0.00769
                  37,            0.054169,            0.067824,             0.02169,             0.66715,             0.13247,             0.14568,            0.080888,            0.065637,            0.069251,            0.037314,            0.007624,            0.007624,            0.007624
                  38,            0.054441,            0.068712,            0.023197,             0.58456,             0.14549,             0.14348,            0.076863,            0.065589,            0.068898,            0.036783,            0.007558,            0.007558,            0.007558
                  39,            0.054544,            0.067319,            0.022317,               0.627,             0.11317,             0.13399,            0.073897,            0.067102,            0.069643,            0.036099,            0.007492,            0.007492,            0.007492
                  40,            0.054127,            0.066875,            0.021791,             0.61173,             0.12868,             0.13296,            0.064734,            0.066433,            0.071275,            0.036977,            0.007426,            0.007426,            0.007426
                  41,            0.054115,            0.069633,            0.021727,             0.63446,             0.13026,             0.13988,            0.073826,            0.066527,            0.071378,            0.036787,             0.00736,             0.00736,             0.00736
                  42,            0.054156,            0.066254,            0.021163,              0.5818,             0.13135,             0.12803,            0.062658,            0.065875,            0.069616,            0.036533,            0.007294,            0.007294,            0.007294
                  43,             0.05388,            0.067932,            0.021093,             0.74935,             0.12285,             0.14331,            0.073673,            0.065382,            0.069798,            0.037325,            0.007228,            0.007228,            0.007228
                  44,            0.053449,            0.066027,            0.021559,             0.71791,             0.11642,             0.14219,            0.075347,            0.067424,            0.073286,            0.037404,            0.007162,            0.007162,            0.007162
                  45,            0.052949,            0.065797,            0.021054,             0.64665,             0.14595,             0.13847,            0.068821,            0.066085,            0.070823,            0.037161,            0.007096,            0.007096,            0.007096
                  46,            0.052609,            0.064051,             0.02079,             0.67792,             0.12726,             0.13702,            0.070404,            0.067384,            0.071385,            0.037018,             0.00703,             0.00703,             0.00703
                  47,            0.052636,            0.065944,            0.020234,             0.64254,             0.10472,             0.12144,            0.060974,            0.066566,            0.071726,            0.037504,            0.006964,            0.006964,            0.006964
                  48,            0.052555,             0.06605,            0.020061,             0.62713,             0.11283,             0.12576,            0.062387,            0.066379,            0.071141,            0.036477,            0.006898,            0.006898,            0.006898
                  49,            0.051755,            0.065629,            0.020036,             0.66921,              0.1248,             0.13787,            0.074001,            0.066395,            0.070712,            0.037882,            0.006832,            0.006832,            0.006832
                  50,            0.052265,            0.066725,             0.01948,             0.66695,            0.099426,             0.12032,            0.063001,            0.066362,            0.071015,            0.036971,            0.006766,            0.006766,            0.006766
                  51,            0.051896,            0.065351,            0.019915,             0.55295,             0.14664,             0.12976,            0.067354,            0.066939,            0.072947,            0.037108,              0.0067,              0.0067,              0.0067
                  52,            0.051409,            0.063381,            0.019332,             0.54518,              0.1186,             0.13002,            0.069631,            0.066763,            0.072063,            0.036973,            0.006634,            0.006634,            0.006634
                  53,            0.051279,              0.0651,            0.019508,             0.63702,             0.12505,             0.13377,            0.070515,             0.06623,            0.070887,            0.036973,            0.006568,            0.006568,            0.006568
                  54,            0.050886,            0.063442,            0.019531,              0.7063,             0.11756,             0.13089,            0.068054,            0.066493,              0.0729,            0.036721,            0.006502,            0.006502,            0.006502
                  55,            0.051594,            0.063342,            0.018698,             0.61981,             0.12921,             0.13113,            0.068368,             0.06623,            0.071545,            0.036217,            0.006436,            0.006436,            0.006436
                  56,            0.050908,            0.062256,            0.019326,             0.61026,             0.14033,             0.13726,            0.070981,            0.066134,            0.071943,            0.037092,             0.00637,             0.00637,             0.00637
                  57,            0.049892,             0.06243,            0.018532,             0.62712,             0.13584,              0.1419,            0.074005,             0.06643,            0.073439,            0.037051,            0.006304,            0.006304,            0.006304
                  58,            0.050843,            0.061891,            0.018897,             0.71257,             0.10579,             0.12713,            0.066225,             0.06678,            0.072654,            0.036884,            0.006238,            0.006238,            0.006238
                  59,            0.050881,            0.061702,            0.018224,             0.68985,             0.11007,             0.12523,            0.061947,            0.067398,            0.072466,            0.037619,            0.006172,            0.006172,            0.006172
                  60,            0.050224,            0.062308,            0.018027,             0.61287,             0.12913,             0.13749,            0.076102,            0.065502,            0.070958,            0.036974,            0.006106,            0.006106,            0.006106
                  61,            0.049829,            0.062454,            0.018221,             0.79833,             0.10835,             0.15014,            0.079901,            0.067435,            0.073963,            0.038079,             0.00604,             0.00604,             0.00604
                  62,            0.050498,            0.063183,            0.017629,             0.64711,             0.12851,             0.14919,            0.077107,             0.06664,            0.073314,             0.03743,            0.005974,            0.005974,            0.005974
                  63,             0.04962,            0.061725,            0.018007,             0.67557,             0.12134,             0.13725,             0.07195,            0.066527,            0.071419,            0.037567,            0.005908,            0.005908,            0.005908
                  64,            0.049713,            0.060698,            0.017779,             0.67892,             0.11973,             0.15258,            0.081405,            0.066803,             0.07313,            0.037821,            0.005842,            0.005842,            0.005842
                  65,            0.049203,            0.063023,            0.017709,             0.65191,             0.12007,              0.1367,            0.072917,            0.067019,             0.07408,            0.037484,            0.005776,            0.005776,            0.005776
                  66,            0.049074,            0.060129,            0.017979,             0.59159,             0.14064,               0.138,            0.073278,            0.067112,            0.074605,            0.038693,             0.00571,             0.00571,             0.00571
                  67,            0.049088,            0.060501,            0.017756,             0.61228,             0.12971,             0.14547,            0.081666,            0.066359,            0.072866,            0.036806,            0.005644,            0.005644,            0.005644
                  68,            0.049198,            0.062143,            0.017233,             0.68289,             0.13756,             0.15237,            0.079006,            0.066925,            0.073176,            0.037324,            0.005578,            0.005578,            0.005578
                  69,             0.04907,            0.060949,            0.017213,             0.61466,             0.13874,             0.14191,            0.075545,            0.066249,            0.073172,            0.036751,            0.005512,            0.005512,            0.005512
                  70,            0.048745,             0.05895,            0.016547,              0.6029,             0.14013,             0.14036,            0.071547,            0.066186,            0.073544,            0.037132,            0.005446,            0.005446,            0.005446
                  71,            0.049082,            0.061322,            0.016591,             0.71643,             0.11064,             0.12765,            0.065059,            0.066896,            0.074242,            0.036829,             0.00538,             0.00538,             0.00538
                  72,            0.048666,            0.059384,            0.016738,             0.63706,             0.12902,             0.13337,            0.069863,            0.067242,            0.074232,            0.037964,            0.005314,            0.005314,            0.005314
                  73,            0.048162,            0.060573,            0.017117,             0.69338,             0.11809,             0.12934,            0.066391,            0.067288,            0.075436,            0.037157,            0.005248,            0.005248,            0.005248
                  74,            0.048325,            0.061108,            0.016471,             0.62395,             0.12313,             0.13203,              0.0694,            0.066892,             0.07524,            0.037027,            0.005182,            0.005182,            0.005182
                  75,            0.048037,            0.060341,            0.016188,             0.72527,             0.12227,             0.15528,            0.080649,            0.066274,             0.07541,            0.036607,            0.005116,            0.005116,            0.005116
                  76,            0.047533,            0.057942,            0.015738,             0.74986,             0.10759,             0.14356,            0.075714,            0.066814,            0.075633,            0.036516,             0.00505,             0.00505,             0.00505
                  77,            0.047746,            0.059596,            0.016312,             0.56491,              0.1664,             0.16863,            0.081818,            0.066077,            0.074803,            0.036885,            0.004984,            0.004984,            0.004984
                  78,            0.046848,            0.059028,             0.01593,             0.72202,             0.12384,             0.14102,            0.075525,            0.066612,            0.076111,            0.037212,            0.004918,            0.004918,            0.004918
                  79,            0.047224,            0.057672,            0.015687,             0.59516,             0.16616,             0.16358,            0.087916,            0.066245,            0.076104,            0.036767,            0.004852,            0.004852,            0.004852
                  80,            0.046916,            0.058046,            0.015599,             0.58971,             0.14613,             0.14042,            0.071847,            0.067232,             0.07466,            0.037602,            0.004786,            0.004786,            0.004786
                  81,            0.047164,            0.061132,             0.01592,             0.70513,             0.12932,             0.14549,            0.072422,            0.066316,            0.075994,            0.038204,             0.00472,             0.00472,             0.00472
                  82,            0.046741,            0.058637,            0.015792,              0.7462,             0.11426,              0.1486,            0.082982,            0.066366,            0.075602,            0.038072,            0.004654,            0.004654,            0.004654
                  83,            0.047234,            0.059786,            0.015473,             0.73481,             0.12148,             0.15152,            0.078214,            0.065973,            0.074946,             0.03708,            0.004588,            0.004588,            0.004588
                  84,            0.046283,            0.057395,            0.015765,             0.74608,             0.12649,             0.16448,            0.096875,            0.066547,            0.076768,            0.037524,            0.004522,            0.004522,            0.004522
                  85,            0.045969,             0.05838,             0.01555,             0.66863,             0.11951,             0.14844,            0.073355,            0.066644,            0.075686,            0.038611,            0.004456,            0.004456,            0.004456
                  86,            0.046247,            0.060089,            0.015043,             0.75029,             0.11427,             0.14205,            0.074185,             0.06614,             0.07625,            0.037905,             0.00439,             0.00439,             0.00439
                  87,            0.045677,            0.057407,            0.014626,             0.68611,             0.12418,             0.14755,            0.073551,            0.066623,            0.076036,            0.038158,            0.004324,            0.004324,            0.004324
                  88,            0.046046,            0.057018,            0.015026,             0.68002,             0.11939,             0.14646,            0.078095,            0.066604,            0.076071,            0.037719,            0.004258,            0.004258,            0.004258
                  89,            0.045334,            0.057393,            0.014954,             0.62455,             0.12535,             0.12754,            0.066853,            0.066639,            0.077558,            0.037856,            0.004192,            0.004192,            0.004192
                  90,            0.045537,            0.058552,            0.014278,             0.71215,             0.12515,             0.14705,            0.079762,            0.066442,            0.076556,            0.038397,            0.004126,            0.004126,            0.004126
                  91,            0.045505,            0.057809,            0.014549,             0.68478,              0.1248,              0.1502,            0.077092,            0.067977,            0.077595,            0.038362,             0.00406,             0.00406,             0.00406
                  92,            0.045529,            0.059386,            0.014332,             0.66743,             0.12115,             0.12693,            0.066174,            0.067811,            0.078005,            0.038383,            0.003994,            0.003994,            0.003994
                  93,            0.045418,             0.05799,            0.014083,             0.71279,             0.11486,             0.13444,             0.07021,            0.067028,            0.077838,            0.037724,            0.003928,            0.003928,            0.003928
                  94,            0.045144,             0.05908,            0.014437,             0.66417,             0.12643,             0.14625,            0.077764,            0.066865,            0.077002,            0.037926,            0.003862,            0.003862,            0.003862
                  95,            0.044597,             0.05651,            0.014448,             0.56888,             0.15244,             0.14576,            0.079584,            0.067126,            0.076957,            0.037393,            0.003796,            0.003796,            0.003796
                  96,            0.045093,            0.057766,            0.014174,             0.58953,             0.14607,             0.15348,            0.079343,            0.067416,            0.077394,            0.038273,             0.00373,             0.00373,             0.00373
                  97,            0.044739,            0.057027,            0.014008,             0.59784,             0.14294,             0.15521,            0.083826,             0.06762,            0.077669,            0.039174,            0.003664,            0.003664,            0.003664
                  98,            0.044475,            0.054543,             0.01395,             0.67917,             0.12172,             0.15832,            0.083003,             0.06658,            0.077444,            0.037496,            0.003598,            0.003598,            0.003598
                  99,            0.044068,            0.055585,            0.013695,             0.59606,             0.13587,             0.13953,            0.071594,            0.067205,            0.078219,            0.038967,            0.003532,            0.003532,            0.003532
                 100,            0.044337,             0.05588,            0.013635,             0.71969,             0.11084,             0.15209,            0.076286,            0.067144,            0.077448,            0.038133,            0.003466,            0.003466,            0.003466
                 101,             0.04432,            0.052983,            0.014281,             0.57121,             0.14897,             0.16063,            0.081734,            0.066582,            0.075916,             0.03811,              0.0034,              0.0034,              0.0034
                 102,            0.044019,            0.055502,            0.013381,             0.69192,             0.11855,             0.14876,            0.082002,            0.066545,            0.077493,            0.038256,            0.003334,            0.003334,            0.003334
                 103,            0.043861,            0.056344,            0.013672,             0.63596,             0.13621,             0.14355,            0.076435,            0.066787,            0.078923,             0.03778,            0.003268,            0.003268,            0.003268
                 104,            0.043856,            0.055216,            0.013773,             0.70611,              0.1209,             0.15147,            0.075214,            0.067058,            0.078698,            0.037515,            0.003202,            0.003202,            0.003202
                 105,            0.043257,            0.056593,            0.013598,             0.65442,             0.13749,             0.14988,            0.076741,            0.067187,            0.078477,            0.037764,            0.003136,            0.003136,            0.003136
                 106,            0.043421,            0.055215,            0.013458,             0.67327,             0.12385,             0.14075,            0.076673,            0.067235,            0.079545,            0.038445,             0.00307,             0.00307,             0.00307
                 107,            0.043723,            0.055057,            0.013101,             0.64812,             0.12459,             0.15059,            0.079771,            0.066952,            0.077506,            0.038819,            0.003004,            0.003004,            0.003004
                 108,            0.043212,            0.055678,            0.012908,             0.69464,             0.12158,             0.14505,            0.077473,            0.067202,            0.079376,            0.038819,            0.002938,            0.002938,            0.002938
                 109,            0.043661,            0.054498,            0.013111,             0.66678,             0.11985,             0.14689,            0.079867,            0.067113,            0.078218,            0.038465,            0.002872,            0.002872,            0.002872
                 110,            0.042947,            0.054611,            0.013085,             0.72604,             0.11291,             0.14773,            0.080835,             0.06716,            0.078977,            0.038628,            0.002806,            0.002806,            0.002806
                 111,            0.042182,            0.052387,            0.012474,             0.67436,             0.12825,              0.1532,            0.085086,             0.06664,            0.078712,            0.038646,             0.00274,             0.00274,             0.00274
                 112,            0.042847,            0.054582,            0.013585,             0.69295,             0.12623,             0.15842,            0.088829,            0.066556,            0.078232,            0.038082,            0.002674,            0.002674,            0.002674
                 113,            0.042557,            0.055206,            0.012668,             0.74903,             0.12391,             0.15419,             0.08686,            0.066939,            0.078661,            0.038559,            0.002608,            0.002608,            0.002608
                 114,            0.042425,            0.053732,            0.013096,             0.51861,              0.1507,              0.1569,            0.085405,            0.066932,            0.079638,            0.038425,            0.002542,            0.002542,            0.002542
                 115,            0.042049,            0.053414,             0.01239,             0.62473,             0.13816,                0.16,            0.082246,            0.067082,            0.078889,            0.038776,            0.002476,            0.002476,            0.002476
                 116,            0.042436,            0.053062,            0.013163,             0.59886,             0.13318,             0.14186,            0.076845,            0.067516,            0.079934,            0.038551,             0.00241,             0.00241,             0.00241
                 117,            0.042139,            0.053354,            0.012865,             0.62501,             0.13037,             0.15172,            0.081664,            0.066679,            0.079273,            0.038066,            0.002344,            0.002344,            0.002344
                 118,            0.041891,            0.053378,            0.012262,             0.65027,             0.12383,             0.14721,            0.081066,            0.067013,            0.080413,            0.038725,            0.002278,            0.002278,            0.002278
                 119,            0.041356,            0.052948,            0.012643,             0.62626,              0.1369,              0.1486,            0.082196,            0.067004,            0.080893,            0.038825,            0.002212,            0.002212,            0.002212
                 120,            0.041192,            0.051988,            0.012324,             0.66865,             0.11829,             0.14273,            0.077213,            0.066674,            0.079095,             0.03855,            0.002146,            0.002146,            0.002146
                 121,            0.041992,             0.05262,            0.012462,             0.69716,              0.1134,             0.15017,            0.078551,            0.067226,            0.079656,            0.038653,             0.00208,             0.00208,             0.00208
                 122,            0.041294,            0.052819,            0.012023,             0.64909,             0.11615,             0.14158,            0.076659,            0.066771,             0.07933,            0.038373,            0.002014,            0.002014,            0.002014
                 123,            0.041378,            0.053685,            0.012498,             0.68552,             0.12954,             0.15365,            0.080651,            0.066801,            0.079617,            0.038712,            0.001948,            0.001948,            0.001948
                 124,            0.041634,            0.052768,             0.01244,             0.71191,             0.11283,             0.15813,            0.082202,             0.06701,            0.078611,            0.038229,            0.001882,            0.001882,            0.001882
                 125,            0.041148,            0.053031,            0.012509,             0.67518,             0.14374,             0.15841,             0.07919,            0.067165,            0.079587,            0.037821,            0.001816,            0.001816,            0.001816
                 126,            0.041222,            0.052642,            0.011848,             0.63244,             0.13676,             0.15136,            0.083018,            0.066937,            0.079551,            0.038431,             0.00175,             0.00175,             0.00175
                 127,            0.040823,            0.051758,            0.011896,             0.65677,             0.12763,             0.15005,            0.081274,            0.066749,            0.079612,             0.03918,            0.001684,            0.001684,            0.001684
                 128,            0.040926,            0.052214,            0.012358,             0.71506,             0.12213,             0.14922,            0.082069,            0.067026,            0.080461,            0.038725,            0.001618,            0.001618,            0.001618
                 129,            0.040998,            0.051334,            0.012185,             0.58633,             0.14008,             0.15213,            0.079795,            0.067039,             0.08146,             0.03919,            0.001552,            0.001552,            0.001552
                 130,            0.040344,            0.050981,            0.011635,             0.67046,             0.12643,             0.15359,            0.083598,            0.067073,            0.081095,            0.038879,            0.001486,            0.001486,            0.001486
                 131,            0.040889,            0.051178,            0.011975,             0.53434,             0.14871,              0.1456,            0.078334,            0.066761,            0.080593,            0.038964,             0.00142,             0.00142,             0.00142
                 132,            0.040306,            0.052816,            0.011553,             0.67346,             0.11801,             0.14674,            0.074381,            0.067987,            0.081524,            0.038581,            0.001354,            0.001354,            0.001354
                 133,            0.040167,             0.05147,            0.011785,             0.65484,             0.12783,             0.15252,            0.076419,            0.067108,            0.080541,            0.038708,            0.001288,            0.001288,            0.001288
                 134,            0.040114,            0.051041,            0.011355,             0.67712,             0.13198,             0.15286,            0.078421,            0.066973,            0.080972,            0.038982,            0.001222,            0.001222,            0.001222
                 135,            0.040075,            0.050121,            0.011527,              0.6445,             0.13557,             0.15083,            0.080791,            0.067233,            0.081026,            0.038767,            0.001156,            0.001156,            0.001156
                 136,            0.039918,            0.053729,            0.011694,             0.67876,             0.12688,             0.14963,            0.082001,             0.06701,            0.080765,            0.038417,             0.00109,             0.00109,             0.00109
                 137,            0.039916,             0.05109,            0.011429,             0.65438,             0.12923,             0.15259,            0.083747,            0.066933,            0.081336,            0.038395,            0.001024,            0.001024,            0.001024
                 138,             0.03974,            0.050084,            0.011457,             0.65275,              0.1348,             0.15219,            0.084621,            0.067039,            0.081512,            0.038722,            0.000958,            0.000958,            0.000958
                 139,            0.039516,            0.050908,            0.011129,             0.68851,             0.12979,             0.14941,            0.077563,            0.067448,            0.082541,            0.038471,            0.000892,            0.000892,            0.000892
                 140,            0.039907,            0.050361,            0.011424,             0.68677,             0.12326,             0.15137,            0.080813,            0.067599,            0.082074,            0.039114,            0.000826,            0.000826,            0.000826
                 141,            0.039235,            0.050674,            0.011275,             0.72044,             0.12102,             0.15687,            0.080949,            0.066947,             0.08152,            0.038797,             0.00076,             0.00076,             0.00076
                 142,            0.039115,            0.049295,            0.011185,             0.71336,             0.11364,             0.15613,            0.084192,            0.067134,            0.082124,            0.038781,            0.000694,            0.000694,            0.000694
                 143,            0.039136,            0.050155,            0.011234,              0.5544,             0.13943,             0.15469,            0.083753,            0.066902,            0.081145,            0.038603,            0.000628,            0.000628,            0.000628
                 144,            0.039094,            0.050534,            0.011416,              0.6562,             0.13127,             0.15494,            0.083506,            0.067301,            0.081989,             0.03875,            0.000562,            0.000562,            0.000562
                 145,            0.039359,             0.05115,             0.01172,             0.69001,             0.12324,             0.15462,            0.085036,            0.067201,            0.082101,            0.038789,            0.000496,            0.000496,            0.000496
                 146,            0.038976,            0.049662,            0.011402,             0.63066,             0.12834,             0.15486,            0.083525,             0.06738,            0.082003,            0.038859,             0.00043,             0.00043,             0.00043
                 147,            0.038549,            0.049204,            0.011089,             0.66087,             0.12843,             0.15437,            0.082527,            0.067456,            0.082585,            0.038715,            0.000364,            0.000364,            0.000364
                 148,            0.039129,            0.048995,            0.010985,             0.64413,             0.12857,             0.15553,            0.083789,            0.067002,            0.081844,            0.038686,            0.000298,            0.000298,            0.000298
                 149,            0.038982,            0.051162,            0.011068,             0.62534,             0.13311,             0.15697,             0.08293,            0.067003,            0.081776,            0.038768,            0.000232,            0.000232,            0.000232
