               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  81,            0.053317,            0.066045,            0.037746,             0.27983,             0.18405,             0.14109,            0.070764,            0.066084,            0.062114,            0.048891,             0.00208,             0.00208,             0.00208
                  82,            0.052925,             0.06627,            0.037617,              0.3078,              0.1648,             0.14084,            0.071215,             0.06611,            0.062454,            0.048967,            0.001981,            0.001981,            0.001981
                  83,            0.053055,            0.066782,            0.036863,             0.34011,             0.15609,             0.14198,            0.068899,            0.066263,            0.061678,            0.048046,            0.001882,            0.001882,            0.001882
                  84,            0.052974,            0.066373,            0.036843,             0.33705,             0.16098,             0.14796,            0.073443,            0.066325,            0.062089,            0.048062,            0.001783,            0.001783,            0.001783
                  85,            0.052935,            0.067731,            0.036324,             0.32354,             0.16463,             0.14422,            0.072998,               0.066,            0.062198,            0.048055,            0.001684,            0.001684,            0.001684
                  86,            0.052035,             0.06496,            0.036198,             0.32126,             0.17112,             0.14681,            0.071432,            0.066607,            0.062346,              0.0484,            0.001585,            0.001585,            0.001585
                  87,            0.051958,            0.065315,            0.036326,             0.24506,             0.17778,             0.14246,            0.071202,            0.066476,            0.062565,             0.04854,            0.001486,            0.001486,            0.001486
                  88,            0.051911,             0.06586,              0.0361,             0.28727,             0.17981,              0.1477,            0.075757,              0.0659,            0.062401,            0.047879,            0.001387,            0.001387,            0.001387
                  89,            0.052203,            0.065401,            0.035318,             0.30757,             0.16725,             0.13784,            0.069082,            0.066782,            0.062452,            0.048917,            0.001288,            0.001288,            0.001288
                  90,            0.051992,            0.065194,            0.035456,             0.34169,              0.1685,             0.15046,            0.075681,            0.066509,            0.062434,            0.048705,            0.001189,            0.001189,            0.001189
                  91,            0.051639,            0.065131,            0.034823,             0.32867,             0.17702,             0.15181,             0.07505,             0.06668,            0.062833,            0.048773,             0.00109,             0.00109,             0.00109
                  92,            0.050973,             0.06367,             0.03511,             0.26991,             0.17673,             0.14941,            0.076675,            0.066863,            0.063084,            0.048269,            0.000991,            0.000991,            0.000991
                  93,            0.051578,            0.066446,            0.034809,             0.36722,             0.15704,             0.15401,            0.075716,            0.066694,            0.062494,            0.048421,            0.000892,            0.000892,            0.000892
                  94,            0.050572,            0.063963,            0.034294,             0.28412,             0.17742,             0.14926,            0.073565,            0.066881,            0.063171,            0.048667,            0.000793,            0.000793,            0.000793
                  95,            0.051082,            0.064826,            0.034254,             0.26904,             0.18613,              0.1466,            0.073665,            0.066719,            0.063031,            0.048411,            0.000694,            0.000694,            0.000694
                  96,            0.050899,            0.064462,            0.034165,             0.32116,             0.16017,             0.14917,            0.074396,            0.066685,            0.062812,             0.04817,            0.000595,            0.000595,            0.000595
                  97,             0.05096,            0.063181,             0.03424,             0.28863,             0.18437,             0.15225,            0.075516,            0.066889,            0.062998,             0.04851,            0.000496,            0.000496,            0.000496
                  98,            0.050093,            0.063328,            0.033675,             0.29777,              0.1809,             0.15513,            0.076379,            0.066681,            0.063135,            0.047841,            0.000397,            0.000397,            0.000397
                  99,            0.050484,            0.063432,            0.033391,             0.37325,             0.15972,             0.15556,            0.079326,            0.066605,            0.063026,            0.047914,            0.000298,            0.000298,            0.000298
